Season,Temperature (°C),Humidity (%),CO (ppm),NH3 (ppm),C4H10 (ppm),CH4 (ppm),Air Pressure (hPa),Light Intensity (lux),Fungus Present
Rainy,10.17396448287376,50.48849443370642,30.440634867170047,8.020577158425636,12.615724013918765,19.98798848130539,1011.8237546184533,536.1872633803389,0.0
Winter,8.586953033188587,65.36531654873366,62.203008127931014,7.398807285750635,12.496694916755335,26.257169651298533,1025.4910307283953,313.67357115572173,0.0
Summer,37.2676715075699,98.01107339191742,76.87168366512287,7.2629623861656345,18.40086861055622,52.5893042822569,1019.8806934503347,1004.8959339703822,1.0
Winter,2.9831907531771797,42.06158426734997,31.185981743863525,5.942182351189236,4.003786240379878,40.00155806170183,1027.0193791268284,396.469837253932,0.0
Summer,26.96258382719386,79.18809297967867,85.65967701744128,7.129496623582009,15.44837829035858,43.41617282059555,1020.0897852621468,1014.4498268472405,1.0
Rainy,21.552568900003827,78.07172427348688,93.22675381611425,3.1315413411650903,14.910633717403371,49.49608241259468,1016.22675404247,535.0604075939661,1.0
Rainy,27.85157032822444,86.42756493820283,91.5010356409481,4.5526947148644945,16.99052502279158,51.97436447437211,1009.3247645138154,485.63732746766203,1.0
Winter,6.480067092378178,4.0479232162469,50.99367671533824,4.909188667661846,8.835086174170936,27.90790262776433,1030.4348874562977,184.91881556442786,0.0
Rainy,14.45271690418307,51.19918556470512,44.19448747180325,2.7517560978685593,10.812486281179769,36.767123172289274,1019.0296448810074,504.3442114491237,0.0
Summer,25.72015450989613,78.87857543415596,37.95436398403632,4.342893496419405,13.771704882022833,30.701814533604214,1017.508581621171,1038.1579873373576,0.0
Winter,12.097476613909958,41.04295399401437,84.99430093562694,7.679843918723531,22.874262896976667,55.493988336672516,1024.3379794361163,451.5532396753672,1.0
Rainy,25.735496366149643,83.38077063104757,117.21318417434989,13.9024410482661,26.90851798047976,53.31616732096953,1011.2969934194101,543.945012126864,1.0
Rainy,18.25913072792047,45.187336070361376,7.334607579117993,3.9193063245349125,12.950366350527933,26.925225922170714,1011.8369876282607,469.3157511517466,0.0
Rainy,19.222521535031934,69.11491139924547,57.32222101359267,6.445608876141872,12.565606636868866,34.693976334308886,1005.0561428608212,487.5562595900727,0.0
Winter,2.092529766567966,29.008648711323527,32.19299690563416,1.6673372541772657,12.217724581368062,27.290245038998385,1031.5244593902348,510.91745676805317,0.0
Winter,-0.04557968376500554,17.6596774754435,63.603134124094375,6.541609230529561,12.423305437678449,34.22108639691292,1008.4134083935558,186.30490607048608,0.0
Rainy,20.054377034921167,72.43029722986087,97.6306920587381,9.387502344885187,22.976351234458637,55.401495519486375,1008.7397941968388,537.9211757593799,1.0
Rainy,20.158634351992138,94.4918751826482,105.75325341203414,13.319139534859914,15.49062136605352,34.74060777218131,1002.2949001491189,380.4849042656633,1.0
Summer,34.686604513634144,92.71400084659982,79.14844610658847,11.599825955725816,25.30628129256059,42.653289063231405,1018.867738075535,908.7663305039882,1.0
Summer,28.78363501426714,76.11694130106675,48.65411635508332,3.8934646826264787,7.883698827828141,34.49148435603024,1012.3758543928051,1226.7885107278346,0.0
Winter,12.546150879984802,39.2238103547584,103.5856315890143,13.255038254727644,10.070757332284423,39.91065654238814,1023.5487277832779,391.9193936662103,1.0
Winter,7.047927316195892,33.872596309488216,73.41537890939256,6.608168934039738,24.78715730227261,51.10927777518508,1029.4561393564593,223.40839793800393,1.0
Rainy,22.849352482801027,84.5687212756763,108.40739755392083,7.953421740269277,27.467901428775846,78.33711166151943,1009.973448893056,636.6508379836547,1.0
Summer,22.88060336685522,88.4791111140694,90.70837843768763,6.807070874274849,20.446976394658066,53.72842248655825,1017.4659784424493,928.2914944874781,1.0
Rainy,28.556149333805664,94.07408484875407,91.18824260233531,7.051976987473626,15.798157095109424,49.03740902316535,1015.9932875875394,703.4292570294901,1.0
Rainy,17.302785069354126,52.89142071674951,7.553699282802405,5.558813359192374,13.007026425251095,36.21439783439803,1010.5187580866815,458.1084674995941,0.0
Winter,10.202937522767737,20.948113942082202,53.50217492466203,3.4653760686253468,8.46650928875075,20.883011367370944,1032.6641557071312,414.61712407458464,0.0
Rainy,19.983226478644376,89.31237980280017,47.27798290794754,4.858166469212533,9.411192307103885,26.82029038019421,1007.5151207073237,286.9240237857722,0.0
Rainy,26.440749048622454,72.28590405442779,94.54380743979037,16.076940792139755,15.161790178011131,49.23580257812496,1005.1868289070873,277.8863869523584,1.0
Winter,1.7262240140160854,24.78679651761673,62.45553056434203,2.1472498176636363,11.29125694920871,37.23766390893906,1017.7453101685717,35.61185943923675,0.0
Summer,17.424425318752597,55.408183912640226,54.0681721291996,4.758963251241613,7.12203770434309,34.30709179938128,1023.15576257514,758.1777422022897,0.0
Summer,33.911593983863895,106.24112719986013,80.20084414895972,6.205146505483276,26.745895244443524,66.17044924521683,1015.0734704777218,806.8058150776927,1.0
Summer,36.31284404167659,61.05440486673925,48.01361622584995,6.546683389289417,10.750785212936417,37.562278629236076,1013.1494419828874,821.0554001122719,0.0
Winter,10.81622154448707,55.271195915578545,124.20453449824326,11.66956840676621,18.174652670661555,45.69956806518657,1023.5838408536146,292.19179022842616,1.0
Winter,-4.872964546929898,34.16684835748071,55.09329446856131,4.207874292807407,11.756759207643581,34.689327695049826,1026.5319316942978,268.838123753977,0.0
Rainy,11.4817445110367,78.1561273455971,65.21152467681512,2.973762314436128,15.822622958380064,19.41058160988961,1017.8237244438944,655.9418986436971,0.0
Summer,31.431260432274293,95.92098571617909,51.56069721558628,5.973238960256222,7.670370131409463,25.331828917052785,1015.5832532500781,645.649044193621,0.0
Winter,6.113932712095986,31.581604254257208,103.34093106753127,6.167736669562733,15.423802856811179,52.97540540517137,1023.0697545885744,366.13570184612206,1.0
Summer,21.365025871414716,79.7460392303476,69.025379172441,8.49215503658839,13.853483132605398,33.789615170056194,1006.9733735932314,1139.137342215225,0.0
Winter,17.147025400451554,44.57424089074159,92.42914292489075,12.6021034747721,18.472575119616792,45.1947209385221,1021.8715678812531,318.37166426957657,1.0
Winter,3.4989913167154985,30.73721890684924,59.10033531569295,3.167730832216844,12.92361848920476,23.284411666569305,1022.2134477869374,408.3128313540104,0.0
Summer,36.979017667187044,103.8523148298899,103.95833334684151,5.6947516391721225,23.337740401849977,39.32566067039501,1012.0599074048151,1173.4313778200371,1.0
Winter,22.70917872420387,50.28730029887851,136.76611032303012,11.664613623014855,28.95943722037356,63.19692357925888,1023.7873046565091,285.6113983782152,1.0
Winter,-4.18612150211613,14.738412882517904,35.822740212821195,0.8378137377461377,13.810509182680537,26.786635723614186,1020.7597765264445,282.5225180123394,0.0
Winter,6.129448438606232,41.89261671978523,128.79471492082905,13.138630265700327,18.29309611475239,55.45255345681544,1033.584487230767,384.39437918172945,1.0
Summer,16.308012107391068,66.90239458400067,44.19420460649408,3.936248414195462,7.096245039927849,27.975406546482503,1013.4433167327641,725.2946756844929,0.0
Winter,-3.020270358368741,20.963024568122194,39.84288468203711,4.862290197187468,6.993039599510453,22.68321806221621,1027.1669474432201,294.44399592373566,0.0
Summer,23.763245364255432,68.2129586788839,64.91777174042716,5.807776189481237,8.725766830386977,35.62863714686784,1013.1575754321165,1017.3697038110794,0.0
Winter,-1.8238435806890498,42.06494619521985,50.9172835067834,0.8070210234992725,9.374041140930645,28.973650380858476,1028.2676779428773,267.3452847126366,0.0
Rainy,28.376504628172896,103.22204415859122,121.34128973568104,14.814823179165355,9.580936927963002,45.45046915697182,1005.058733444309,506.6966522691066,1.0
Winter,9.010313556657442,17.51832389839086,29.19958153255784,5.215973421277862,7.865840377137806,36.52984075813173,1022.8119113212583,227.0561943419607,0.0
Winter,10.803240208536836,63.0230671078473,49.4256847141245,11.859309579650677,17.154690833564466,56.861725982118195,1030.9442335949852,397.71804785810946,1.0
Winter,10.775645427549728,42.076676534200494,41.49536857224963,5.167708227900713,12.422659043456726,37.58434644577562,1019.4325611495666,281.7823123085634,0.0
Winter,10.741002414806882,52.65114005381411,113.01430204883175,2.0393383293100875,20.481045207634875,56.16078871919272,1019.8445588088396,388.95504961526626,1.0
Winter,14.238505633517768,34.2159997330312,103.66140220227194,8.628443449875816,18.14956208598873,45.317258263725506,1016.1424807048928,220.3104855978567,1.0
Winter,-0.4140180345489055,33.49083602063772,46.50036055364912,7.133175812214428,9.146668704370315,32.64582343652519,1023.0630526041886,258.55021461126387,0.0
Winter,6.169282052418852,19.723812346876066,54.39935808197377,8.347233512002914,9.663076060162435,33.15061605215428,1023.6544448581336,408.808092253466,0.0
Winter,19.537289511938138,49.66397202738795,113.89548342641774,17.567167083656923,23.075896642144706,44.66834012706097,1022.5558024120387,416.4973777657027,1.0
Winter,13.515888054160818,50.46940116237671,77.14193605675248,9.57681806384622,10.231922269953605,49.919620656653436,1032.02151144914,157.82545495421382,1.0
Winter,11.341639762902695,43.894835075163584,36.964056975261315,6.494025614933465,8.664070184343823,29.86967670823339,1026.4466856186582,264.09714986432476,0.0
Summer,22.390672417241266,70.3750084680003,53.86792425942439,3.008005786077219,9.940205315028265,32.65153091124801,1017.1479565165705,939.3597827342916,0.0
Summer,28.757816127010855,76.89647954874899,54.98919138424962,6.240186395173734,8.51165806064987,36.71229944703355,1016.025387899919,766.2150996356131,0.0
Rainy,28.026198703656547,114.81606039116132,78.7709118753628,12.484786371097059,17.99527720088128,55.24367088439955,1006.6711648107914,569.5470967612308,1.0
Rainy,11.70727488218147,59.41568561693178,43.60072690535568,5.995945729741885,8.739767603951526,30.18009918538201,1001.978097289654,767.9795424579538,0.0
Rainy,29.55843061830233,81.92557267880689,127.87293636552121,9.972463649762318,29.541549086985004,59.864928323649565,1011.7409138857169,769.3129223806075,1.0
Summer,27.083295302742968,77.16305411248317,89.96921738002152,4.343781423279518,13.516378928768148,33.03160766683158,1020.5710903513966,925.8275944389982,0.0
Rainy,26.253648359845652,72.30796924510867,112.71007089431308,12.548003573603332,22.543978152774685,52.12311364249898,1014.0866474830023,685.8473076709206,1.0
Rainy,19.917315418001635,70.96254571800083,139.55247722906637,11.504400249125627,20.093870626343236,50.15508358052325,1001.0483835400195,609.6250606421188,1.0
Summer,34.39126245808358,100.22142545933936,89.41066072985984,8.469930228212956,18.736875655986815,47.61394468285373,1015.4703492059576,1397.7769277509706,1.0
Summer,27.917024578990954,70.2130781106081,29.234327836794648,5.724368644209388,15.351742594549446,32.29813018607934,1004.6020594035379,783.0350858068997,0.0
Rainy,15.99055429093849,73.80166674475826,38.01966031018596,6.7686605581205175,8.912816943813722,43.98237534349019,1009.5033178244299,513.7798095253887,0.0
Winter,11.373264353967773,35.418422086423874,103.0792453253127,3.5009537969233264,30.780426039532287,51.722797477162864,1031.9413865137276,407.99115704789887,1.0
Rainy,32.52054005339906,105.05491875471535,111.46320445977048,15.35820525063362,19.40061785675892,50.51108746443593,1006.9713566666778,548.1029631231717,1.0
Winter,2.4999783530224544,21.288269655792156,33.127320103626836,3.102138033797784,9.028043870601284,26.490295907013714,1026.9857550115378,299.7998535557518,0.0
Summer,24.0540983242054,65.03955059830108,73.75904661445225,5.344839704182799,6.064115363901635,25.240355761618734,1020.7611669278231,685.0541253315814,0.0
Summer,35.29815184960087,100.52299937679523,109.4607656432043,4.429593208834563,14.851518801834697,44.255132945837246,1018.9557000217794,926.6732242662134,1.0
Winter,14.48770847471745,32.077070365952586,36.43704788902137,3.4731101421885926,9.860644000476082,28.599997344900554,1029.3701579643164,169.2357065839944,0.0
Summer,23.082609905380565,75.73104254380743,17.859202304021807,5.372504919802533,6.2335959709227495,24.798099245780445,1004.2021666117867,1019.5589565639349,0.0
Rainy,31.383376844363745,85.00963292430951,129.02886792943653,2.9990825162101213,32.553032808169604,41.779069326881185,1009.3254968316289,633.4012636214958,1.0
Summer,22.860828921410636,76.44116362779683,52.659458197209624,4.946200295021231,14.1373342095057,33.59456918601674,1020.1883977036513,1152.5727122372903,0.0
Winter,6.765281863390686,26.913331526586546,66.00861771269686,6.157427499673071,11.316690788571368,28.458869868615096,1025.5264073829694,307.1000655703496,0.0
Winter,2.163106370495311,24.016871519460693,60.9168204790826,8.162629431887568,14.961756822071793,35.404541995739656,1026.1585940248679,242.82600771106684,0.0
Winter,14.410378102255677,59.392861602110465,78.7457647871313,6.392426109570162,26.24644678137428,55.665957344899965,1028.5209860307139,272.16999910764804,1.0
Winter,2.090600881151235,10.301262162354167,46.893022129954346,7.29305260956326,13.491581333243332,35.029739296798674,1023.950144953249,388.33408069575495,0.0
Rainy,4.111283829286364,70.70037305275964,77.41781462760477,4.50146355014747,13.546669679579088,25.79950484073849,1005.261735061735,544.8664077773029,0.0
Summer,33.073432015691196,91.30389663956366,102.22745203680105,3.68615112150718,24.80152584043334,42.312335899614794,1017.854704969711,1158.1344637381455,1.0
Summer,18.667305855275142,89.7298357762983,34.537623099208275,8.521256069248984,4.768916478828289,25.96002415442564,1020.9495985802383,1053.402066686035,0.0
Rainy,8.934358109437737,59.175201904798335,23.479346118780864,5.247810848964712,12.086590761577138,30.150256926863864,1008.5014698371368,200.33226757416764,0.0
Summer,18.082663437720072,65.95408786286926,40.4779597479892,8.53112235525452,12.885516497282191,35.41478414520338,1008.0276071095049,1160.4383565366218,0.0
Summer,31.46994606645834,66.17610696921379,42.136573278431186,7.170377832268723,6.119123391753118,36.829161443949374,1013.9510091982273,1096.610714330289,0.0
Summer,31.499395925304135,94.36475425384644,120.7088683283389,10.806497713313476,24.089907722269306,36.85121335595588,1013.5715672595387,1011.9925715391413,1.0
Summer,39.77571160250619,85.05650625391488,76.5553249312672,2.9652829974341532,17.833052166569235,59.559358223307626,1009.7452941690552,1100.5149548742875,1.0
Rainy,15.030025767266961,61.08151402111753,38.993361075193526,6.516372125046183,11.691564209754485,23.922087865343148,1008.2185021840392,152.72179127569376,0.0
Rainy,18.71262544423408,97.49187369672042,71.99902501216746,5.579326374490488,13.206003557609487,26.7049269636556,1014.9125117018046,445.4988895268177,0.0
Summer,18.295139820093603,73.32863915837164,59.97144634586544,3.7742840106511863,10.384322805980489,29.629717316779633,1012.161258919429,722.6809986885669,0.0
Winter,17.23910938249002,67.44473925385489,113.28210999019817,10.460870841196087,8.491180719844117,48.8028088536903,1020.5641420288412,396.9096846026754,1.0
Summer,30.872514016037442,87.07580079000039,97.15706926118908,6.141295927016088,23.92592541155188,40.17980502789095,1024.4775367299567,979.8608254365646,1.0
Rainy,19.081347963078198,46.69134922436595,53.825100216979706,4.805982474149581,5.3923968207765265,26.658366688973643,1012.9669222753414,742.7426908683644,0.0
Summer,38.56499215086194,101.17005949576698,113.92335994318577,10.239126598923415,27.097278403989193,40.230542606181174,1015.4767513716639,990.9911043089693,1.0
Winter,15.801164137781385,45.75987068747841,79.55402971932315,7.067343547828544,15.522487739393302,51.25167299943744,1022.130166344378,217.95226243490282,1.0
Rainy,27.714895932907375,88.89302294664535,49.25237611493526,7.395709822951023,21.538055608874018,51.79626847614522,1022.6630034870509,478.3674676822274,1.0
Rainy,31.153307849391396,88.81531900697138,94.56745164195428,7.1165933938835435,26.92179070823896,50.819557483199844,1007.91903500755,389.64034642139353,1.0
Rainy,30.51167179211489,75.66960188457632,93.56379767221699,7.944308160431891,20.15940552233323,54.38761565786698,1020.5319929935337,79.5257094059196,1.0
Summer,23.389940146912977,80.07932669962015,54.18384645751165,6.4952204905441,6.255968233319019,26.97161393621411,1015.8329324957793,809.3399059131132,0.0
Winter,5.747799931920835,43.43016236823284,62.77383225195555,5.079832622403912,9.37417856892729,28.724675898634363,1027.9037899198784,273.6994944235922,0.0
Rainy,9.130896558708306,48.026106660305416,27.421427154865572,4.941002580517737,8.559236913162644,25.607789745251175,1005.5204771594675,295.60145493102135,0.0
Summer,20.2759275487914,65.5257710498154,22.01240367194846,2.659128485004996,15.76611081881964,29.135367084992964,1016.2364702674341,823.4925881705685,0.0
Winter,3.298748097700922,43.20423022977228,51.9056405273427,8.304906747678984,4.88680399604611,28.67316989358587,1021.3237686561092,258.4029116378024,0.0
Winter,1.5536639349943142,26.599663078064303,48.95801697877235,6.087676173843429,10.809367071733604,28.98697083652817,1027.700015564711,385.81598121513196,0.0
Rainy,13.425744449777921,76.66294992779159,60.9341309669202,6.347305725625844,10.092070150702877,38.81407088959128,1001.9529402722806,411.82138319269814,0.0
Summer,36.785077429825236,94.45105999383713,83.31353909016836,2.5192059341767514,33.33452611160004,60.219627766781414,1010.0071480675878,1276.9742187588088,1.0
Rainy,14.370089292356324,77.16988728477205,48.87870751398869,6.206057108615255,15.110037136807316,28.427242631091968,1007.0877816824201,440.92089031879107,0.0
Summer,19.303569203948662,85.27191560040414,55.89361038521587,6.101358645250075,11.191799006864493,27.71666205047637,1005.4763439068801,1430.39651340086,0.0
Summer,28.144695548482368,60.562816304049456,60.30766212647973,8.494474657019783,8.124502635132881,39.09818285805784,1006.3551219989761,1007.4535219178698,0.0
Winter,5.1913003188792395,29.755653834380013,53.93289782295584,6.376811028497759,7.578971850147308,21.519371744922317,1023.751396571013,149.59367458975436,0.0
Winter,25.755121864262485,43.521380630060435,99.23773716139912,14.432295510682263,19.010717855870205,62.42688872270892,1031.6506388365058,259.76876588159644,1.0
Summer,33.4544176789875,83.52308610184332,59.60145335687727,9.082359139214235,22.22426768778744,54.99110506798941,1018.8783764980784,1078.4089007737011,1.0
Winter,5.370341458873496,24.772144911268498,35.64965603229237,4.388962050578902,8.51190340699051,28.48893768549542,1022.0840570658847,346.79283421391534,0.0
Summer,40.26576426666452,102.42682418359722,135.97450036702622,10.697488980737294,13.260021078164156,50.64407522431942,1012.5147375658216,938.3704741093725,1.0
Rainy,21.89483408147226,72.40599727662607,57.588720783632056,2.8358553505980364,9.68136404598766,32.335546362116894,1015.7092095566093,355.8534389456189,0.0
Rainy,24.27026310791998,83.20035422766063,129.24616836646737,11.843324788958428,17.62546657688177,42.66114687168798,1002.3364093312367,505.70588068790295,1.0
Winter,26.030062308355078,48.607116377704976,118.40430810381919,12.588420969440163,19.167627889211367,36.898320667566416,1023.0643182099161,407.6291285313005,1.0
Summer,32.61171276617441,90.79238206318946,67.76865281794343,17.70161989909943,29.098858936562987,53.92768363051125,1016.6082632979579,1171.2096189551025,1.0
Rainy,18.454107481933132,32.23466968952971,56.457917231042316,7.6603772736147935,10.545251814987628,36.77431883417118,1003.0151603738278,483.6164812820135,0.0
Summer,35.91679959889578,91.1147922481699,104.86183455321398,2.2753203892329976,15.246546532923723,52.93284429004852,1022.112114776429,1202.5885769339561,1.0
Summer,26.20630256788443,94.2423571346454,99.77815992102796,9.899506241151741,25.95630340815916,64.61717016257118,1017.5345786006816,737.8708431391256,1.0
Summer,18.08070490502077,69.92468656474232,73.23376930127304,6.660235328990453,9.237938301487977,37.36939645253373,1025.8797708091774,629.0781378203178,0.0
Winter,15.154978848279535,57.608736809468034,102.2946974852998,13.505291742531133,20.85202192510859,47.777388373015896,1020.4202774245272,410.7079460723044,1.0
Summer,42.207843103289505,94.99291405423354,123.83798668827146,18.349613907023194,27.447997047238246,46.99325639556317,1024.3426359403654,1151.7695531677593,1.0
Winter,20.54691990380395,30.415346345966626,123.186591966614,8.437913312444104,19.54184607817889,50.529943081856274,1018.8777846737636,292.575453726809,1.0
Summer,36.303368829119535,96.23547695955583,91.91276014619955,15.100182534510449,25.8920965878186,39.94684874002765,1025.8559643053125,1018.2543796335146,1.0
Rainy,17.213142977785257,62.573257974111236,46.93867159838177,4.1909477904112356,10.778775722061948,27.72498332864228,1004.9876556834599,500.23355443244884,0.0
Summer,40.42947782915789,104.11362722174722,116.27961720395483,5.947356850891868,16.726151121880253,43.889149375232826,1010.0356564731065,962.5851460154558,1.0
Winter,-1.4339827469220765,45.245424463041864,51.72887382801215,6.089378464582774,9.122481580264846,25.078042197740054,1034.4435765431094,342.2946255267179,0.0
Summer,40.8041339368926,86.20185646497946,118.85577028280152,8.635333398872437,21.21737538568385,45.24874721555397,1020.0355891170618,1081.5758101794981,1.0
Winter,14.432141289491838,52.14766491600792,91.17527509854929,8.826195355671702,17.394655613794953,58.722268801817194,1027.4923720520724,261.6040040788284,1.0
Winter,16.07150116026874,44.238102928938034,93.40965302659379,5.881055624073032,15.441616240516254,60.626546454737856,1026.9426093662573,208.8937482095693,1.0
Rainy,25.356651980149124,75.76746634336051,47.86400055651356,12.763278504288532,25.86405221731187,63.829913084296436,1003.1120824679346,551.4528138071406,1.0
Rainy,14.917422348686339,53.5326870624186,48.62696345739886,5.335111093633667,10.20244274734982,37.14123112967203,1006.930071725055,667.4672691400323,0.0
Winter,4.08136973925799,26.75096250517699,54.64928705959244,4.878902956254804,10.955088072734455,34.30035590050362,1020.8716995143973,132.5300339887714,0.0
Winter,-2.7434016862823007,45.24870971259453,45.68489747400758,3.2744114132678384,13.578580655290697,26.867718058938816,1018.879029416613,266.6864812981913,0.0
Rainy,9.869559528859186,65.07328474824878,69.61313194040933,2.4626630893805843,7.015568661805178,32.50269308500303,1003.1823432115988,750.6039319191484,0.0
Rainy,23.664351746183392,79.00358188893877,95.12998412302264,12.72210080549972,23.096968046460304,60.488256027510985,1007.5296084637803,573.8199223935957,1.0
Summer,19.713742689899483,76.96637741750246,46.1489929477992,5.193381405773639,7.622131508886451,32.17145730657865,1015.6950659052949,1194.3103421936923,0.0
Winter,-2.898765882494878,30.746847013197748,40.19320154430976,6.998358335627476,9.71610603939327,25.915619561439133,1022.7176562434757,118.68307121146111,0.0
Rainy,13.919342114949302,82.11651221761451,63.97594989723539,4.034490035794052,15.582948169897236,24.119090379645858,1017.228875911349,691.9537204277786,0.0
Summer,28.60960626204186,66.86028204109488,62.558142300930214,7.374254504816051,12.900114944189802,21.25418599070959,1011.9200932845757,1166.9634317335174,0.0
Rainy,16.195599907622586,80.39713655327843,97.11894281033618,8.237976296562792,28.009134103896294,42.7500228697935,1008.6556390626422,522.3249378868585,1.0
Rainy,25.43623793986377,84.77510919210482,149.73544678525604,12.338455252603607,19.919084044080503,49.57976146040596,1006.0618569973238,331.5761619505729,1.0
Rainy,27.79512931609386,100.323099932838,92.162220660918,4.191221459805025,17.265683120802567,31.152011872050544,1005.2731404562182,568.5886541919033,1.0
Rainy,15.361504555940229,59.43825956067352,47.73705268775701,6.331426043976382,9.432792878766033,23.182305547321754,1018.1429474708734,770.4829718718147,0.0
Rainy,16.99488535208565,53.88099500004115,36.12717231946533,6.966021025067798,13.549120598643196,30.233454571084007,1001.463297244027,450.50526412525863,0.0
Rainy,23.037077466201655,80.93003587997129,87.85876871958071,3.1494883815403254,16.224114374117853,56.55515376143555,1006.3676632499081,665.9825486899601,1.0
Rainy,11.326702122567813,47.88683799578905,70.2169721835134,5.547156053897582,2.8375270792291944,31.81016095418319,1015.2617556773082,462.32037228849794,0.0
Rainy,11.543999392689123,81.55884784645701,66.07996577358348,6.685911603534342,7.885550034758998,23.21129960296177,1011.2031077825651,361.7758722031721,0.0
Summer,35.244300351628524,88.62692252971205,104.33366237928573,21.45955633409343,14.222741030911703,58.2014359412306,1019.5341707318646,1065.4150436106615,1.0
Winter,-2.60085051279853,48.521070182127445,63.46527930945861,10.368853564991472,11.22754605048634,27.33272091305476,1023.6346167553284,400.1309271231627,0.0
Winter,10.186810587416984,16.489407503875334,56.6703626794215,5.089916392960293,11.973522397140997,28.575516605750956,1028.8023754577034,306.9708742104523,0.0
Rainy,12.77495026017165,87.27960526210816,53.417857929059856,5.243501912954523,5.911837223538106,30.020443272541844,1009.1288457456383,685.398048295855,0.0
Winter,4.018501286017145,34.63020798000723,41.01425376339977,6.086620615950579,1.9308605996373274,24.398118874261744,1025.1525396487918,422.33465484700815,0.0
Summer,33.75654436908226,111.4948089432392,120.58826201910652,10.67595170493693,8.01958855834792,59.330666057209854,1004.1010566930488,1019.825158495232,1.0
Summer,36.83682753408089,102.57495149337485,132.19041331551946,6.262721730208939,13.33660779487398,39.055056391651036,1014.5487855927984,1244.2331500008174,1.0
Summer,21.259640978391662,95.36042832840113,46.92709048592923,2.003436381350694,9.484524865969844,21.17239355542099,1018.909251787915,1006.7407624515017,0.0
Winter,14.54041588965262,64.29789820005415,88.65933318982736,-0.03624112031904758,19.643091090724354,42.93145295510644,1019.0431545509754,410.6001071302255,1.0
Rainy,29.34512411868846,88.42906501569557,95.27800264675297,8.295980509375603,19.087158365306806,43.76426266758423,1007.4120491782683,274.5031692907211,1.0
Summer,29.265551322248697,81.62678357686164,60.2943281259772,4.967950019172763,8.900881458200608,26.96708990440468,1017.6756050439976,976.922851667567,0.0
Winter,14.698010375046307,50.79036444613832,87.3961071164612,0.5689221739105257,25.380807136764396,60.28813324038066,1017.6958100747861,238.52339382294863,1.0
Winter,-6.487840518422264,29.410486697679882,51.30090693976858,7.3304389259081875,9.513955132381025,40.83224564158181,1028.8964873267128,302.8068276438343,0.0
Winter,4.553832630783106,35.107557489010915,113.58172036831698,6.011496667794857,18.11418119404393,54.47494336257248,1025.6726286984745,357.2410736431809,1.0
Winter,9.25297553779551,20.157257199611816,23.358651791567738,1.47006239307105,10.083339726106477,32.63969739852714,1021.2237542153013,254.87814019064552,0.0
Rainy,7.591615395587423,42.27783040760093,49.698125738456724,6.199940643353475,12.374045842114775,26.418370131645627,1009.3832750486815,581.9786398475188,0.0
Rainy,25.929713193975967,96.89756700259576,130.79346173029535,7.798586958119888,11.365982890849919,47.96945223713892,1009.2534411124302,424.22302082480485,1.0
Summer,36.28014867156938,89.53319915412735,76.21535069845741,7.129587114563652,16.849285849288265,41.03414459352808,1012.4093297166658,734.4985018925138,1.0
Winter,-1.6887849416633731,32.21034543012466,44.2653148795698,0.4605045891566615,8.561374779548244,31.016624661542256,1021.4990484174176,276.30520990709005,0.0
Rainy,18.63226011122777,82.7032892693596,45.745273539915644,7.650694133480384,8.64257481256262,27.824755253689577,1010.8731239907481,462.53502154843267,0.0
Winter,9.409054662544385,26.218317417420216,33.86095697093725,6.628039571137052,5.633235836312752,20.625066055528244,1019.1437916800393,104.06568623180328,0.0
Winter,10.482185753501186,27.90490384941094,46.43035025738447,4.716180298126179,10.257635613274758,37.43826161760312,1025.2804169879341,389.66929506084784,0.0
Summer,32.35473661326853,96.8947982122108,79.64471381846094,9.032861857093971,17.105078900300477,59.466183083304365,1014.9792870752792,1033.8806149824138,1.0
Rainy,18.28451236520686,53.504657349763,53.873235288669875,7.077065123679615,11.827365950786962,29.340605294996934,1006.2230553676228,536.7990495344591,0.0
Rainy,26.7178017571174,81.99387604813728,114.6221610162643,9.175924181113176,24.663388415125958,47.04303746471825,1007.9841219672094,330.46734025826646,1.0
Rainy,25.059758161417438,71.3796647555772,79.58891098929922,14.104391568777341,15.417242200983765,46.808158628006964,1009.4951489230134,434.25421909477626,1.0
Rainy,21.79758991975101,86.07167647881256,109.22316151671362,11.56769149992377,18.7831788806815,44.44000258335874,1008.99460212223,430.81544318400506,1.0
Winter,13.053401385073428,62.274040173479214,84.90564326115786,9.181310663634093,23.035382777145674,42.65432341899472,1031.7356488378462,416.3785715741859,1.0
Summer,28.96452685918601,68.72337303973303,44.307811159823835,1.850264775050694,12.68893055733598,25.586605889197017,1016.516961875989,815.555095733223,0.0
Winter,18.588475850933182,54.0650434599375,85.15110280574994,12.335428071250071,28.35441306412944,50.410543684310454,1023.1741745929228,329.2443591195025,1.0
Rainy,22.220909788363947,65.45657630308774,94.5388804259425,11.026539869122242,12.670455386631547,28.61191615314776,1014.601162169791,423.02861865424455,1.0
Summer,37.56892975456105,102.7966053226934,96.79279837910339,14.136180538287116,23.333139417284453,66.9762377970934,1015.2758531893573,1090.4548755297158,1.0
Summer,21.51941474326849,64.31952861633759,36.50572013681315,4.573423173228106,12.787934761622816,33.9024876034393,1015.0198109056054,1066.1460070194926,0.0
Summer,33.87683425001488,97.20541427013868,82.04339867148741,6.256001019899731,18.462142914421005,61.905296437176766,1013.0480276644142,775.982973494893,1.0
